"tf.Tensor(21.660666, shape=(), dtype=float32)","tf.Tensor(21.317461, shape=(), dtype=float32)","tf.Tensor(21.595476, shape=(), dtype=float32)","tf.Tensor(23.173227, shape=(), dtype=float32)","tf.Tensor(23.041306, shape=(), dtype=float32)","tf.Tensor(24.607815, shape=(), dtype=float32)","tf.Tensor(21.670464, shape=(), dtype=float32)","tf.Tensor(20.851597, shape=(), dtype=float32)","tf.Tensor(35.286976, shape=(), dtype=float32)","tf.Tensor(21.905275, shape=(), dtype=float32)"
"tf.Tensor(32.028465, shape=(), dtype=float32)","tf.Tensor(18.015, shape=(), dtype=float32)","tf.Tensor(18.390526, shape=(), dtype=float32)","tf.Tensor(18.94121, shape=(), dtype=float32)","tf.Tensor(19.412157, shape=(), dtype=float32)","tf.Tensor(18.195261, shape=(), dtype=float32)","tf.Tensor(19.495646, shape=(), dtype=float32)","tf.Tensor(17.558805, shape=(), dtype=float32)","tf.Tensor(18.683464, shape=(), dtype=float32)","tf.Tensor(19.572334, shape=(), dtype=float32)"
"tf.Tensor(21.159155, shape=(), dtype=float32)","tf.Tensor(22.82959, shape=(), dtype=float32)","tf.Tensor(24.236456, shape=(), dtype=float32)","tf.Tensor(23.938509, shape=(), dtype=float32)","tf.Tensor(24.409317, shape=(), dtype=float32)","tf.Tensor(21.816317, shape=(), dtype=float32)","tf.Tensor(20.38343, shape=(), dtype=float32)","tf.Tensor(37.24361, shape=(), dtype=float32)","tf.Tensor(22.1469, shape=(), dtype=float32)","tf.Tensor(22.836151, shape=(), dtype=float32)"
"tf.Tensor(20.737318, shape=(), dtype=float32)","tf.Tensor(20.372433, shape=(), dtype=float32)","tf.Tensor(20.778362, shape=(), dtype=float32)","tf.Tensor(23.305052, shape=(), dtype=float32)","tf.Tensor(22.869366, shape=(), dtype=float32)","tf.Tensor(21.294428, shape=(), dtype=float32)","tf.Tensor(19.518196, shape=(), dtype=float32)","tf.Tensor(20.992676, shape=(), dtype=float32)","tf.Tensor(21.78777, shape=(), dtype=float32)","tf.Tensor(35.515926, shape=(), dtype=float32)"
"tf.Tensor(18.908888, shape=(), dtype=float32)","tf.Tensor(18.609282, shape=(), dtype=float32)","tf.Tensor(18.85198, shape=(), dtype=float32)","tf.Tensor(20.22929, shape=(), dtype=float32)","tf.Tensor(20.114132, shape=(), dtype=float32)","tf.Tensor(19.650917, shape=(), dtype=float32)","tf.Tensor(18.917442, shape=(), dtype=float32)","tf.Tensor(18.2026, shape=(), dtype=float32)","tf.Tensor(31.869825, shape=(), dtype=float32)","tf.Tensor(19.122421, shape=(), dtype=float32)"
"tf.Tensor(23.742222, shape=(), dtype=float32)","tf.Tensor(25.226402, shape=(), dtype=float32)","tf.Tensor(25.085554, shape=(), dtype=float32)","tf.Tensor(25.589233, shape=(), dtype=float32)","tf.Tensor(38.89908, shape=(), dtype=float32)","tf.Tensor(24.283209, shape=(), dtype=float32)","tf.Tensor(26.022366, shape=(), dtype=float32)","tf.Tensor(25.201738, shape=(), dtype=float32)","tf.Tensor(25.42601, shape=(), dtype=float32)","tf.Tensor(26.117287, shape=(), dtype=float32)"
"tf.Tensor(17.360952, shape=(), dtype=float32)","tf.Tensor(17.44829, shape=(), dtype=float32)","tf.Tensor(16.733953, shape=(), dtype=float32)","tf.Tensor(18.853708, shape=(), dtype=float32)","tf.Tensor(18.637627, shape=(), dtype=float32)","tf.Tensor(30.020607, shape=(), dtype=float32)","tf.Tensor(17.831268, shape=(), dtype=float32)","tf.Tensor(17.353603, shape=(), dtype=float32)","tf.Tensor(18.920542, shape=(), dtype=float32)","tf.Tensor(18.539171, shape=(), dtype=float32)"
"tf.Tensor(24.5607, shape=(), dtype=float32)","tf.Tensor(24.931946, shape=(), dtype=float32)","tf.Tensor(26.313444, shape=(), dtype=float32)","tf.Tensor(39.623234, shape=(), dtype=float32)","tf.Tensor(25.508457, shape=(), dtype=float32)","tf.Tensor(26.222626, shape=(), dtype=float32)","tf.Tensor(24.219877, shape=(), dtype=float32)","tf.Tensor(24.669779, shape=(), dtype=float32)","tf.Tensor(26.53583, shape=(), dtype=float32)","tf.Tensor(23.830643, shape=(), dtype=float32)"
"tf.Tensor(23.913788, shape=(), dtype=float32)","tf.Tensor(25.408691, shape=(), dtype=float32)","tf.Tensor(25.266827, shape=(), dtype=float32)","tf.Tensor(25.774145, shape=(), dtype=float32)","tf.Tensor(37.19851, shape=(), dtype=float32)","tf.Tensor(24.458685, shape=(), dtype=float32)","tf.Tensor(25.753393, shape=(), dtype=float32)","tf.Tensor(25.383848, shape=(), dtype=float32)","tf.Tensor(25.609743, shape=(), dtype=float32)","tf.Tensor(27.235052, shape=(), dtype=float32)"
"tf.Tensor(33.576984, shape=(), dtype=float32)","tf.Tensor(19.502329, shape=(), dtype=float32)","tf.Tensor(19.908861, shape=(), dtype=float32)","tf.Tensor(20.505009, shape=(), dtype=float32)","tf.Tensor(21.014835, shape=(), dtype=float32)","tf.Tensor(19.697472, shape=(), dtype=float32)","tf.Tensor(21.105217, shape=(), dtype=float32)","tf.Tensor(19.00847, shape=(), dtype=float32)","tf.Tensor(23.867733, shape=(), dtype=float32)","tf.Tensor(21.188238, shape=(), dtype=float32)"
"tf.Tensor(22.74925, shape=(), dtype=float32)","tf.Tensor(20.912016, shape=(), dtype=float32)","tf.Tensor(20.399746, shape=(), dtype=float32)","tf.Tensor(20.960089, shape=(), dtype=float32)","tf.Tensor(22.076078, shape=(), dtype=float32)","tf.Tensor(21.860992, shape=(), dtype=float32)","tf.Tensor(32.725735, shape=(), dtype=float32)","tf.Tensor(18.980043, shape=(), dtype=float32)","tf.Tensor(21.198416, shape=(), dtype=float32)","tf.Tensor(20.478077, shape=(), dtype=float32)"
"tf.Tensor(20.402424, shape=(), dtype=float32)","tf.Tensor(19.260918, shape=(), dtype=float32)","tf.Tensor(18.295296, shape=(), dtype=float32)","tf.Tensor(18.797836, shape=(), dtype=float32)","tf.Tensor(19.90168, shape=(), dtype=float32)","tf.Tensor(19.605803, shape=(), dtype=float32)","tf.Tensor(32.70898, shape=(), dtype=float32)","tf.Tensor(17.022049, shape=(), dtype=float32)","tf.Tensor(19.011576, shape=(), dtype=float32)","tf.Tensor(18.36555, shape=(), dtype=float32)"
"tf.Tensor(24.058298, shape=(), dtype=float32)","tf.Tensor(23.632866, shape=(), dtype=float32)","tf.Tensor(25.729742, shape=(), dtype=float32)","tf.Tensor(37.26256, shape=(), dtype=float32)","tf.Tensor(24.179342, shape=(), dtype=float32)","tf.Tensor(24.856297, shape=(), dtype=float32)","tf.Tensor(24.114054, shape=(), dtype=float32)","tf.Tensor(23.384361, shape=(), dtype=float32)","tf.Tensor(26.419888, shape=(), dtype=float32)","tf.Tensor(22.588943, shape=(), dtype=float32)"
"tf.Tensor(31.704483, shape=(), dtype=float32)","tf.Tensor(18.24723, shape=(), dtype=float32)","tf.Tensor(18.6276, shape=(), dtype=float32)","tf.Tensor(19.18538, shape=(), dtype=float32)","tf.Tensor(19.662397, shape=(), dtype=float32)","tf.Tensor(18.429813, shape=(), dtype=float32)","tf.Tensor(19.746962, shape=(), dtype=float32)","tf.Tensor(17.785154, shape=(), dtype=float32)","tf.Tensor(18.92431, shape=(), dtype=float32)","tf.Tensor(19.82464, shape=(), dtype=float32)"
"tf.Tensor(15.980561, shape=(), dtype=float32)","tf.Tensor(16.263208, shape=(), dtype=float32)","tf.Tensor(27.349096, shape=(), dtype=float32)","tf.Tensor(17.669497, shape=(), dtype=float32)","tf.Tensor(16.899422, shape=(), dtype=float32)","tf.Tensor(15.989001, shape=(), dtype=float32)","tf.Tensor(15.713924, shape=(), dtype=float32)","tf.Tensor(15.456518, shape=(), dtype=float32)","tf.Tensor(17.061314, shape=(), dtype=float32)","tf.Tensor(15.360364, shape=(), dtype=float32)"
"tf.Tensor(22.044025, shape=(), dtype=float32)","tf.Tensor(23.312494, shape=(), dtype=float32)","tf.Tensor(23.61717, shape=(), dtype=float32)","tf.Tensor(37.79602, shape=(), dtype=float32)","tf.Tensor(23.59338, shape=(), dtype=float32)","tf.Tensor(24.038332, shape=(), dtype=float32)","tf.Tensor(21.738125, shape=(), dtype=float32)","tf.Tensor(23.155767, shape=(), dtype=float32)","tf.Tensor(23.816767, shape=(), dtype=float32)","tf.Tensor(23.204708, shape=(), dtype=float32)"
"tf.Tensor(23.269753, shape=(), dtype=float32)","tf.Tensor(24.63205, shape=(), dtype=float32)","tf.Tensor(23.670124, shape=(), dtype=float32)","tf.Tensor(24.320301, shape=(), dtype=float32)","tf.Tensor(25.748434, shape=(), dtype=float32)","tf.Tensor(25.365633, shape=(), dtype=float32)","tf.Tensor(37.091846, shape=(), dtype=float32)","tf.Tensor(22.022823, shape=(), dtype=float32)","tf.Tensor(24.596834, shape=(), dtype=float32)","tf.Tensor(23.761017, shape=(), dtype=float32)"
"tf.Tensor(20.854546, shape=(), dtype=float32)","tf.Tensor(19.68774, shape=(), dtype=float32)","tf.Tensor(18.70072, shape=(), dtype=float32)","tf.Tensor(19.214397, shape=(), dtype=float32)","tf.Tensor(20.342701, shape=(), dtype=float32)","tf.Tensor(20.04027, shape=(), dtype=float32)","tf.Tensor(33.40848, shape=(), dtype=float32)","tf.Tensor(17.39926, shape=(), dtype=float32)","tf.Tensor(19.432875, shape=(), dtype=float32)","tf.Tensor(18.772532, shape=(), dtype=float32)"
"tf.Tensor(23.222387, shape=(), dtype=float32)","tf.Tensor(25.055706, shape=(), dtype=float32)","tf.Tensor(26.599756, shape=(), dtype=float32)","tf.Tensor(26.272757, shape=(), dtype=float32)","tf.Tensor(26.789474, shape=(), dtype=float32)","tf.Tensor(23.943626, shape=(), dtype=float32)","tf.Tensor(22.371021, shape=(), dtype=float32)","tf.Tensor(39.53715, shape=(), dtype=float32)","tf.Tensor(24.306444, shape=(), dtype=float32)","tf.Tensor(25.062906, shape=(), dtype=float32)"
"tf.Tensor(15.7835455, shape=(), dtype=float32)","tf.Tensor(16.77021, shape=(), dtype=float32)","tf.Tensor(16.676577, shape=(), dtype=float32)","tf.Tensor(17.011417, shape=(), dtype=float32)","tf.Tensor(28.028494, shape=(), dtype=float32)","tf.Tensor(16.143188, shape=(), dtype=float32)","tf.Tensor(16.997719, shape=(), dtype=float32)","tf.Tensor(16.753813, shape=(), dtype=float32)","tf.Tensor(16.902908, shape=(), dtype=float32)","tf.Tensor(17.362461, shape=(), dtype=float32)"
"tf.Tensor(27.231422, shape=(), dtype=float32)","tf.Tensor(23.520353, shape=(), dtype=float32)","tf.Tensor(23.989006, shape=(), dtype=float32)","tf.Tensor(26.906115, shape=(), dtype=float32)","tf.Tensor(26.403109, shape=(), dtype=float32)","tf.Tensor(24.584816, shape=(), dtype=float32)","tf.Tensor(22.534122, shape=(), dtype=float32)","tf.Tensor(26.73783, shape=(), dtype=float32)","tf.Tensor(25.154385, shape=(), dtype=float32)","tf.Tensor(40.24361, shape=(), dtype=float32)"
"tf.Tensor(19.304424, shape=(), dtype=float32)","tf.Tensor(20.41525, shape=(), dtype=float32)","tf.Tensor(20.68206, shape=(), dtype=float32)","tf.Tensor(33.477848, shape=(), dtype=float32)","tf.Tensor(20.661226, shape=(), dtype=float32)","tf.Tensor(21.050879, shape=(), dtype=float32)","tf.Tensor(19.036541, shape=(), dtype=float32)","tf.Tensor(20.278002, shape=(), dtype=float32)","tf.Tensor(20.856853, shape=(), dtype=float32)","tf.Tensor(20.181093, shape=(), dtype=float32)"
"tf.Tensor(20.47968, shape=(), dtype=float32)","tf.Tensor(20.155186, shape=(), dtype=float32)","tf.Tensor(20.418041, shape=(), dtype=float32)","tf.Tensor(21.90977, shape=(), dtype=float32)","tf.Tensor(21.785042, shape=(), dtype=float32)","tf.Tensor(21.28335, shape=(), dtype=float32)","tf.Tensor(20.488943, shape=(), dtype=float32)","tf.Tensor(19.71472, shape=(), dtype=float32)","tf.Tensor(34.486263, shape=(), dtype=float32)","tf.Tensor(20.71095, shape=(), dtype=float32)"
"tf.Tensor(30.033642, shape=(), dtype=float32)","tf.Tensor(31.03324, shape=(), dtype=float32)","tf.Tensor(32.29976, shape=(), dtype=float32)","tf.Tensor(40.55415, shape=(), dtype=float32)","tf.Tensor(31.750837, shape=(), dtype=float32)","tf.Tensor(32.63977, shape=(), dtype=float32)","tf.Tensor(31.213764, shape=(), dtype=float32)","tf.Tensor(33.60652, shape=(), dtype=float32)","tf.Tensor(32.760666, shape=(), dtype=float32)","tf.Tensor(29.662424, shape=(), dtype=float32)"
"tf.Tensor(20.06679, shape=(), dtype=float32)","tf.Tensor(20.167736, shape=(), dtype=float32)","tf.Tensor(19.342066, shape=(), dtype=float32)","tf.Tensor(21.7922, shape=(), dtype=float32)","tf.Tensor(21.542442, shape=(), dtype=float32)","tf.Tensor(33.76601, shape=(), dtype=float32)","tf.Tensor(22.299088, shape=(), dtype=float32)","tf.Tensor(20.058294, shape=(), dtype=float32)","tf.Tensor(21.869452, shape=(), dtype=float32)","tf.Tensor(21.42864, shape=(), dtype=float32)"
"tf.Tensor(18.293753, shape=(), dtype=float32)","tf.Tensor(19.437336, shape=(), dtype=float32)","tf.Tensor(19.32881, shape=(), dtype=float32)","tf.Tensor(19.716906, shape=(), dtype=float32)","tf.Tensor(31.809366, shape=(), dtype=float32)","tf.Tensor(18.710596, shape=(), dtype=float32)","tf.Tensor(19.70103, shape=(), dtype=float32)","tf.Tensor(19.418331, shape=(), dtype=float32)","tf.Tensor(19.591139, shape=(), dtype=float32)","tf.Tensor(20.123777, shape=(), dtype=float32)"
"tf.Tensor(20.550356, shape=(), dtype=float32)","tf.Tensor(20.91383, shape=(), dtype=float32)","tf.Tensor(35.169834, shape=(), dtype=float32)","tf.Tensor(22.722261, shape=(), dtype=float32)","tf.Tensor(21.731976, shape=(), dtype=float32)","tf.Tensor(20.561209, shape=(), dtype=float32)","tf.Tensor(20.207472, shape=(), dtype=float32)","tf.Tensor(19.87646, shape=(), dtype=float32)","tf.Tensor(21.940163, shape=(), dtype=float32)","tf.Tensor(19.75281, shape=(), dtype=float32)"
"tf.Tensor(16.433569, shape=(), dtype=float32)","tf.Tensor(16.516241, shape=(), dtype=float32)","tf.Tensor(15.840064, shape=(), dtype=float32)","tf.Tensor(17.846586, shape=(), dtype=float32)","tf.Tensor(17.642048, shape=(), dtype=float32)","tf.Tensor(28.416973, shape=(), dtype=float32)","tf.Tensor(16.878763, shape=(), dtype=float32)","tf.Tensor(16.426615, shape=(), dtype=float32)","tf.Tensor(17.909851, shape=(), dtype=float32)","tf.Tensor(17.548851, shape=(), dtype=float32)"
"tf.Tensor(23.253847, shape=(), dtype=float32)","tf.Tensor(23.370829, shape=(), dtype=float32)","tf.Tensor(22.414024, shape=(), dtype=float32)","tf.Tensor(25.253292, shape=(), dtype=float32)","tf.Tensor(24.963865, shape=(), dtype=float32)","tf.Tensor(40.210617, shape=(), dtype=float32)","tf.Tensor(23.883806, shape=(), dtype=float32)","tf.Tensor(23.244003, shape=(), dtype=float32)","tf.Tensor(25.342813, shape=(), dtype=float32)","tf.Tensor(24.831993, shape=(), dtype=float32)"
"tf.Tensor(20.250652, shape=(), dtype=float32)","tf.Tensor(19.929787, shape=(), dtype=float32)","tf.Tensor(20.189705, shape=(), dtype=float32)","tf.Tensor(21.664751, shape=(), dtype=float32)","tf.Tensor(21.541416, shape=(), dtype=float32)","tf.Tensor(21.045334, shape=(), dtype=float32)","tf.Tensor(20.259813, shape=(), dtype=float32)","tf.Tensor(19.49425, shape=(), dtype=float32)","tf.Tensor(32.98995, shape=(), dtype=float32)","tf.Tensor(20.479338, shape=(), dtype=float32)"
"tf.Tensor(18.404882, shape=(), dtype=float32)","tf.Tensor(18.49747, shape=(), dtype=float32)","tf.Tensor(17.740183, shape=(), dtype=float32)","tf.Tensor(19.987398, shape=(), dtype=float32)","tf.Tensor(19.758326, shape=(), dtype=float32)","tf.Tensor(31.825775, shape=(), dtype=float32)","tf.Tensor(18.90348, shape=(), dtype=float32)","tf.Tensor(18.397093, shape=(), dtype=float32)","tf.Tensor(20.058252, shape=(), dtype=float32)","tf.Tensor(19.65395, shape=(), dtype=float32)"
"tf.Tensor(19.824303, shape=(), dtype=float32)","tf.Tensor(20.174934, shape=(), dtype=float32)","tf.Tensor(35.178814, shape=(), dtype=float32)","tf.Tensor(21.919472, shape=(), dtype=float32)","tf.Tensor(20.964174, shape=(), dtype=float32)","tf.Tensor(19.834772, shape=(), dtype=float32)","tf.Tensor(19.493532, shape=(), dtype=float32)","tf.Tensor(20.632065, shape=(), dtype=float32)","tf.Tensor(21.165007, shape=(), dtype=float32)","tf.Tensor(19.054934, shape=(), dtype=float32)"
"tf.Tensor(22.725912, shape=(), dtype=float32)","tf.Tensor(22.326036, shape=(), dtype=float32)","tf.Tensor(22.770893, shape=(), dtype=float32)","tf.Tensor(25.539875, shape=(), dtype=float32)","tf.Tensor(26.930782, shape=(), dtype=float32)","tf.Tensor(23.336449, shape=(), dtype=float32)","tf.Tensor(21.389885, shape=(), dtype=float32)","tf.Tensor(23.005758, shape=(), dtype=float32)","tf.Tensor(23.877096, shape=(), dtype=float32)","tf.Tensor(37.49429, shape=(), dtype=float32)"
"tf.Tensor(19.485548, shape=(), dtype=float32)","tf.Tensor(19.830189, shape=(), dtype=float32)","tf.Tensor(34.729767, shape=(), dtype=float32)","tf.Tensor(21.544916, shape=(), dtype=float32)","tf.Tensor(20.605942, shape=(), dtype=float32)","tf.Tensor(19.495838, shape=(), dtype=float32)","tf.Tensor(19.16043, shape=(), dtype=float32)","tf.Tensor(19.627752, shape=(), dtype=float32)","tf.Tensor(20.80334, shape=(), dtype=float32)","tf.Tensor(18.729326, shape=(), dtype=float32)"
"tf.Tensor(21.780964, shape=(), dtype=float32)","tf.Tensor(23.142542, shape=(), dtype=float32)","tf.Tensor(23.013329, shape=(), dtype=float32)","tf.Tensor(23.475403, shape=(), dtype=float32)","tf.Tensor(36.24052, shape=(), dtype=float32)","tf.Tensor(22.277266, shape=(), dtype=float32)","tf.Tensor(23.456501, shape=(), dtype=float32)","tf.Tensor(23.119915, shape=(), dtype=float32)","tf.Tensor(23.325663, shape=(), dtype=float32)","tf.Tensor(23.959833, shape=(), dtype=float32)"
"tf.Tensor(15.6481285, shape=(), dtype=float32)","tf.Tensor(15.924896, shape=(), dtype=float32)","tf.Tensor(28.063478, shape=(), dtype=float32)","tf.Tensor(17.301931, shape=(), dtype=float32)","tf.Tensor(16.547874, shape=(), dtype=float32)","tf.Tensor(15.656392, shape=(), dtype=float32)","tf.Tensor(15.387039, shape=(), dtype=float32)","tf.Tensor(17.601923, shape=(), dtype=float32)","tf.Tensor(16.7064, shape=(), dtype=float32)","tf.Tensor(15.0408325, shape=(), dtype=float32)"
"tf.Tensor(22.091885, shape=(), dtype=float32)","tf.Tensor(23.835955, shape=(), dtype=float32)","tf.Tensor(25.304838, shape=(), dtype=float32)","tf.Tensor(24.993757, shape=(), dtype=float32)","tf.Tensor(25.48532, shape=(), dtype=float32)","tf.Tensor(22.778013, shape=(), dtype=float32)","tf.Tensor(21.281963, shape=(), dtype=float32)","tf.Tensor(38.350773, shape=(), dtype=float32)","tf.Tensor(23.123169, shape=(), dtype=float32)","tf.Tensor(23.842802, shape=(), dtype=float32)"
"tf.Tensor(29.270912, shape=(), dtype=float32)","tf.Tensor(16.463963, shape=(), dtype=float32)","tf.Tensor(16.807158, shape=(), dtype=float32)","tf.Tensor(17.310432, shape=(), dtype=float32)","tf.Tensor(17.74083, shape=(), dtype=float32)","tf.Tensor(16.628704, shape=(), dtype=float32)","tf.Tensor(17.81713, shape=(), dtype=float32)","tf.Tensor(16.047045, shape=(), dtype=float32)","tf.Tensor(17.074875, shape=(), dtype=float32)","tf.Tensor(17.887217, shape=(), dtype=float32)"
"tf.Tensor(16.019276, shape=(), dtype=float32)","tf.Tensor(16.099863, shape=(), dtype=float32)","tf.Tensor(15.440732, shape=(), dtype=float32)","tf.Tensor(17.396667, shape=(), dtype=float32)","tf.Tensor(17.197285, shape=(), dtype=float32)","tf.Tensor(27.700573, shape=(), dtype=float32)","tf.Tensor(16.453243, shape=(), dtype=float32)","tf.Tensor(16.012495, shape=(), dtype=float32)","tf.Tensor(17.458338, shape=(), dtype=float32)","tf.Tensor(17.439096, shape=(), dtype=float32)"
"tf.Tensor(19.287462, shape=(), dtype=float32)","tf.Tensor(32.992336, shape=(), dtype=float32)","tf.Tensor(19.965046, shape=(), dtype=float32)","tf.Tensor(20.542686, shape=(), dtype=float32)","tf.Tensor(20.776894, shape=(), dtype=float32)","tf.Tensor(19.411795, shape=(), dtype=float32)","tf.Tensor(19.673294, shape=(), dtype=float32)","tf.Tensor(19.425707, shape=(), dtype=float32)","tf.Tensor(20.035427, shape=(), dtype=float32)","tf.Tensor(18.925034, shape=(), dtype=float32)"
"tf.Tensor(28.544224, shape=(), dtype=float32)","tf.Tensor(16.055225, shape=(), dtype=float32)","tf.Tensor(16.3899, shape=(), dtype=float32)","tf.Tensor(16.880676, shape=(), dtype=float32)","tf.Tensor(17.30039, shape=(), dtype=float32)","tf.Tensor(16.215876, shape=(), dtype=float32)","tf.Tensor(17.374796, shape=(), dtype=float32)","tf.Tensor(15.648657, shape=(), dtype=float32)","tf.Tensor(16.650969, shape=(), dtype=float32)","tf.Tensor(17.443142, shape=(), dtype=float32)"
"tf.Tensor(20.913107, shape=(), dtype=float32)","tf.Tensor(22.564117, shape=(), dtype=float32)","tf.Tensor(23.954624, shape=(), dtype=float32)","tf.Tensor(23.66014, shape=(), dtype=float32)","tf.Tensor(24.125475, shape=(), dtype=float32)","tf.Tensor(21.562626, shape=(), dtype=float32)","tf.Tensor(20.1464, shape=(), dtype=float32)","tf.Tensor(37.813747, shape=(), dtype=float32)","tf.Tensor(21.889366, shape=(), dtype=float32)","tf.Tensor(22.5706, shape=(), dtype=float32)"
"tf.Tensor(19.385307, shape=(), dtype=float32)","tf.Tensor(19.04421, shape=(), dtype=float32)","tf.Tensor(19.423676, shape=(), dtype=float32)","tf.Tensor(21.785631, shape=(), dtype=float32)","tf.Tensor(21.37835, shape=(), dtype=float32)","tf.Tensor(19.906096, shape=(), dtype=float32)","tf.Tensor(18.245668, shape=(), dtype=float32)","tf.Tensor(19.624014, shape=(), dtype=float32)","tf.Tensor(20.367271, shape=(), dtype=float32)","tf.Tensor(33.200394, shape=(), dtype=float32)"
