"tf.Tensor(21.10638, shape=(), dtype=float32)","tf.Tensor(20.771957, shape=(), dtype=float32)","tf.Tensor(21.042856, shape=(), dtype=float32)","tf.Tensor(22.580233, shape=(), dtype=float32)","tf.Tensor(22.451689, shape=(), dtype=float32)","tf.Tensor(21.934645, shape=(), dtype=float32)","tf.Tensor(21.115929, shape=(), dtype=float32)","tf.Tensor(20.318014, shape=(), dtype=float32)","tf.Tensor(35.54158, shape=(), dtype=float32)","tf.Tensor(22.407059, shape=(), dtype=float32)"
"tf.Tensor(18.997618, shape=(), dtype=float32)","tf.Tensor(19.09319, shape=(), dtype=float32)","tf.Tensor(18.31151, shape=(), dtype=float32)","tf.Tensor(20.6311, shape=(), dtype=float32)","tf.Tensor(20.39465, shape=(), dtype=float32)","tf.Tensor(32.850735, shape=(), dtype=float32)","tf.Tensor(19.512272, shape=(), dtype=float32)","tf.Tensor(18.989576, shape=(), dtype=float32)","tf.Tensor(20.704233, shape=(), dtype=float32)","tf.Tensor(20.286911, shape=(), dtype=float32)"
"tf.Tensor(23.474365, shape=(), dtype=float32)","tf.Tensor(23.06132, shape=(), dtype=float32)","tf.Tensor(23.520826, shape=(), dtype=float32)","tf.Tensor(26.381004, shape=(), dtype=float32)","tf.Tensor(25.887812, shape=(), dtype=float32)","tf.Tensor(24.105007, shape=(), dtype=float32)","tf.Tensor(22.094336, shape=(), dtype=float32)","tf.Tensor(23.763426, shape=(), dtype=float32)","tf.Tensor(24.663462, shape=(), dtype=float32)","tf.Tensor(38.986744, shape=(), dtype=float32)"
"tf.Tensor(31.745905, shape=(), dtype=float32)","tf.Tensor(17.85607, shape=(), dtype=float32)","tf.Tensor(18.228285, shape=(), dtype=float32)","tf.Tensor(18.77411, shape=(), dtype=float32)","tf.Tensor(19.2409, shape=(), dtype=float32)","tf.Tensor(18.03474, shape=(), dtype=float32)","tf.Tensor(19.323652, shape=(), dtype=float32)","tf.Tensor(17.4039, shape=(), dtype=float32)","tf.Tensor(18.518637, shape=(), dtype=float32)","tf.Tensor(19.399666, shape=(), dtype=float32)"
"tf.Tensor(38.5224, shape=(), dtype=float32)","tf.Tensor(23.027071, shape=(), dtype=float32)","tf.Tensor(23.507078, shape=(), dtype=float32)","tf.Tensor(24.210972, shape=(), dtype=float32)","tf.Tensor(24.812939, shape=(), dtype=float32)","tf.Tensor(23.257486, shape=(), dtype=float32)","tf.Tensor(24.919659, shape=(), dtype=float32)","tf.Tensor(22.443956, shape=(), dtype=float32)","tf.Tensor(23.881514, shape=(), dtype=float32)","tf.Tensor(25.017685, shape=(), dtype=float32)"
"tf.Tensor(24.5031, shape=(), dtype=float32)","tf.Tensor(24.127604, shape=(), dtype=float32)","tf.Tensor(26.251734, shape=(), dtype=float32)","tf.Tensor(38.34493, shape=(), dtype=float32)","tf.Tensor(24.685522, shape=(), dtype=float32)","tf.Tensor(25.376644, shape=(), dtype=float32)","tf.Tensor(24.163073, shape=(), dtype=float32)","tf.Tensor(23.873898, shape=(), dtype=float32)","tf.Tensor(26.473597, shape=(), dtype=float32)","tf.Tensor(23.061829, shape=(), dtype=float32)"
"tf.Tensor(18.559364, shape=(), dtype=float32)","tf.Tensor(18.652729, shape=(), dtype=float32)","tf.Tensor(17.889082, shape=(), dtype=float32)","tf.Tensor(20.15516, shape=(), dtype=float32)","tf.Tensor(19.924166, shape=(), dtype=float32)","tf.Tensor(32.092903, shape=(), dtype=float32)","tf.Tensor(19.062145, shape=(), dtype=float32)","tf.Tensor(18.551508, shape=(), dtype=float32)","tf.Tensor(20.22661, shape=(), dtype=float32)","tf.Tensor(19.818914, shape=(), dtype=float32)"
"tf.Tensor(20.234676, shape=(), dtype=float32)","tf.Tensor(19.914066, shape=(), dtype=float32)","tf.Tensor(20.173779, shape=(), dtype=float32)","tf.Tensor(21.647661, shape=(), dtype=float32)","tf.Tensor(21.524426, shape=(), dtype=float32)","tf.Tensor(21.028732, shape=(), dtype=float32)","tf.Tensor(20.243832, shape=(), dtype=float32)","tf.Tensor(19.47887, shape=(), dtype=float32)","tf.Tensor(34.072556, shape=(), dtype=float32)","tf.Tensor(20.463182, shape=(), dtype=float32)"
"tf.Tensor(19.900496, shape=(), dtype=float32)","tf.Tensor(21.144518, shape=(), dtype=float32)","tf.Tensor(21.026463, shape=(), dtype=float32)","tf.Tensor(21.448643, shape=(), dtype=float32)","tf.Tensor(35.339394, shape=(), dtype=float32)","tf.Tensor(20.353947, shape=(), dtype=float32)","tf.Tensor(21.431374, shape=(), dtype=float32)","tf.Tensor(21.123846, shape=(), dtype=float32)","tf.Tensor(21.311832, shape=(), dtype=float32)","tf.Tensor(21.89125, shape=(), dtype=float32)"
"tf.Tensor(31.619415, shape=(), dtype=float32)","tf.Tensor(17.784924, shape=(), dtype=float32)","tf.Tensor(18.155655, shape=(), dtype=float32)","tf.Tensor(18.699305, shape=(), dtype=float32)","tf.Tensor(19.164236, shape=(), dtype=float32)","tf.Tensor(18.233736, shape=(), dtype=float32)","tf.Tensor(19.246658, shape=(), dtype=float32)","tf.Tensor(17.334555, shape=(), dtype=float32)","tf.Tensor(18.44485, shape=(), dtype=float32)","tf.Tensor(19.322369, shape=(), dtype=float32)"
"tf.Tensor(20.188244, shape=(), dtype=float32)","tf.Tensor(19.83302, shape=(), dtype=float32)","tf.Tensor(20.2282, shape=(), dtype=float32)","tf.Tensor(22.68799, shape=(), dtype=float32)","tf.Tensor(22.26384, shape=(), dtype=float32)","tf.Tensor(20.730604, shape=(), dtype=float32)","tf.Tensor(19.001404, shape=(), dtype=float32)","tf.Tensor(20.43684, shape=(), dtype=float32)","tf.Tensor(21.210882, shape=(), dtype=float32)","tf.Tensor(34.57555, shape=(), dtype=float32)"
"tf.Tensor(18.204563, shape=(), dtype=float32)","tf.Tensor(19.34257, shape=(), dtype=float32)","tf.Tensor(19.234573, shape=(), dtype=float32)","tf.Tensor(19.620775, shape=(), dtype=float32)","tf.Tensor(31.520826, shape=(), dtype=float32)","tf.Tensor(18.61937, shape=(), dtype=float32)","tf.Tensor(19.604977, shape=(), dtype=float32)","tf.Tensor(19.323658, shape=(), dtype=float32)","tf.Tensor(19.495623, shape=(), dtype=float32)","tf.Tensor(20.025665, shape=(), dtype=float32)"
"tf.Tensor(17.548393, shape=(), dtype=float32)","tf.Tensor(31.16295, shape=(), dtype=float32)","tf.Tensor(18.85801, shape=(), dtype=float32)","tf.Tensor(19.40362, shape=(), dtype=float32)","tf.Tensor(19.62484, shape=(), dtype=float32)","tf.Tensor(18.335436, shape=(), dtype=float32)","tf.Tensor(18.582436, shape=(), dtype=float32)","tf.Tensor(18.348576, shape=(), dtype=float32)","tf.Tensor(18.924486, shape=(), dtype=float32)","tf.Tensor(17.875664, shape=(), dtype=float32)"
"tf.Tensor(35.276268, shape=(), dtype=float32)","tf.Tensor(19.841785, shape=(), dtype=float32)","tf.Tensor(20.255392, shape=(), dtype=float32)","tf.Tensor(20.86192, shape=(), dtype=float32)","tf.Tensor(21.380621, shape=(), dtype=float32)","tf.Tensor(20.040327, shape=(), dtype=float32)","tf.Tensor(21.472574, shape=(), dtype=float32)","tf.Tensor(19.339333, shape=(), dtype=float32)","tf.Tensor(20.578035, shape=(), dtype=float32)","tf.Tensor(21.557041, shape=(), dtype=float32)"
"tf.Tensor(20.303844, shape=(), dtype=float32)","tf.Tensor(21.906757, shape=(), dtype=float32)","tf.Tensor(23.256754, shape=(), dtype=float32)","tf.Tensor(22.97085, shape=(), dtype=float32)","tf.Tensor(23.422626, shape=(), dtype=float32)","tf.Tensor(20.934443, shape=(), dtype=float32)","tf.Tensor(19.559477, shape=(), dtype=float32)","tf.Tensor(36.71212, shape=(), dtype=float32)","tf.Tensor(21.251661, shape=(), dtype=float32)","tf.Tensor(21.913052, shape=(), dtype=float32)"
"tf.Tensor(20.616915, shape=(), dtype=float32)","tf.Tensor(19.463406, shape=(), dtype=float32)","tf.Tensor(18.487633, shape=(), dtype=float32)","tf.Tensor(18.995457, shape=(), dtype=float32)","tf.Tensor(20.110903, shape=(), dtype=float32)","tf.Tensor(21.229332, shape=(), dtype=float32)","tf.Tensor(33.0278, shape=(), dtype=float32)","tf.Tensor(17.201002, shape=(), dtype=float32)","tf.Tensor(19.211443, shape=(), dtype=float32)","tf.Tensor(18.558624, shape=(), dtype=float32)"
"tf.Tensor(19.440315, shape=(), dtype=float32)","tf.Tensor(19.098251, shape=(), dtype=float32)","tf.Tensor(19.478794, shape=(), dtype=float32)","tf.Tensor(21.847452, shape=(), dtype=float32)","tf.Tensor(21.439016, shape=(), dtype=float32)","tf.Tensor(19.962584, shape=(), dtype=float32)","tf.Tensor(18.297443, shape=(), dtype=float32)","tf.Tensor(19.6797, shape=(), dtype=float32)","tf.Tensor(20.425068, shape=(), dtype=float32)","tf.Tensor(33.294605, shape=(), dtype=float32)"
"tf.Tensor(18.615501, shape=(), dtype=float32)","tf.Tensor(18.944754, shape=(), dtype=float32)","tf.Tensor(31.858528, shape=(), dtype=float32)","tf.Tensor(20.582918, shape=(), dtype=float32)","tf.Tensor(19.68587, shape=(), dtype=float32)","tf.Tensor(18.625334, shape=(), dtype=float32)","tf.Tensor(18.304901, shape=(), dtype=float32)","tf.Tensor(18.005054, shape=(), dtype=float32)","tf.Tensor(19.874454, shape=(), dtype=float32)","tf.Tensor(17.893045, shape=(), dtype=float32)"
"tf.Tensor(21.082024, shape=(), dtype=float32)","tf.Tensor(21.188078, shape=(), dtype=float32)","tf.Tensor(20.320637, shape=(), dtype=float32)","tf.Tensor(22.894728, shape=(), dtype=float32)","tf.Tensor(22.632334, shape=(), dtype=float32)","tf.Tensor(35.47341, shape=(), dtype=float32)","tf.Tensor(21.653145, shape=(), dtype=float32)","tf.Tensor(21.0731, shape=(), dtype=float32)","tf.Tensor(22.975887, shape=(), dtype=float32)","tf.Tensor(22.512774, shape=(), dtype=float32)"
"tf.Tensor(20.157717, shape=(), dtype=float32)","tf.Tensor(21.749092, shape=(), dtype=float32)","tf.Tensor(23.089373, shape=(), dtype=float32)","tf.Tensor(22.805527, shape=(), dtype=float32)","tf.Tensor(23.254053, shape=(), dtype=float32)","tf.Tensor(20.783775, shape=(), dtype=float32)","tf.Tensor(19.418707, shape=(), dtype=float32)","tf.Tensor(36.462257, shape=(), dtype=float32)","tf.Tensor(21.098713, shape=(), dtype=float32)","tf.Tensor(21.75534, shape=(), dtype=float32)"
"tf.Tensor(18.34787, shape=(), dtype=float32)","tf.Tensor(19.403652, shape=(), dtype=float32)","tf.Tensor(19.657246, shape=(), dtype=float32)","tf.Tensor(31.818985, shape=(), dtype=float32)","tf.Tensor(19.637444, shape=(), dtype=float32)","tf.Tensor(20.007788, shape=(), dtype=float32)","tf.Tensor(18.09326, shape=(), dtype=float32)","tf.Tensor(19.273205, shape=(), dtype=float32)","tf.Tensor(19.823374, shape=(), dtype=float32)","tf.Tensor(19.313938, shape=(), dtype=float32)"
"tf.Tensor(22.735907, shape=(), dtype=float32)","tf.Tensor(20.353928, shape=(), dtype=float32)","tf.Tensor(20.624266, shape=(), dtype=float32)","tf.Tensor(22.125813, shape=(), dtype=float32)","tf.Tensor(21.999855, shape=(), dtype=float32)","tf.Tensor(21.493216, shape=(), dtype=float32)","tf.Tensor(20.690975, shape=(), dtype=float32)","tf.Tensor(19.909119, shape=(), dtype=float32)","tf.Tensor(34.82632, shape=(), dtype=float32)","tf.Tensor(20.915173, shape=(), dtype=float32)"
"tf.Tensor(24.720827, shape=(), dtype=float32)","tf.Tensor(26.03453, shape=(), dtype=float32)","tf.Tensor(26.586082, shape=(), dtype=float32)","tf.Tensor(39.766087, shape=(), dtype=float32)","tf.Tensor(26.636543, shape=(), dtype=float32)","tf.Tensor(27.38229, shape=(), dtype=float32)","tf.Tensor(25.692188, shape=(), dtype=float32)","tf.Tensor(25.760773, shape=(), dtype=float32)","tf.Tensor(26.96545, shape=(), dtype=float32)","tf.Tensor(24.884521, shape=(), dtype=float32)"
"tf.Tensor(27.29927, shape=(), dtype=float32)","tf.Tensor(29.454443, shape=(), dtype=float32)","tf.Tensor(29.439095, shape=(), dtype=float32)","tf.Tensor(30.885155, shape=(), dtype=float32)","tf.Tensor(31.492584, shape=(), dtype=float32)","tf.Tensor(28.14713, shape=(), dtype=float32)","tf.Tensor(26.298437, shape=(), dtype=float32)","tf.Tensor(38.59238, shape=(), dtype=float32)","tf.Tensor(28.573645, shape=(), dtype=float32)","tf.Tensor(29.462904, shape=(), dtype=float32)"
"tf.Tensor(24.81577, shape=(), dtype=float32)","tf.Tensor(24.379122, shape=(), dtype=float32)","tf.Tensor(24.864887, shape=(), dtype=float32)","tf.Tensor(27.888504, shape=(), dtype=float32)","tf.Tensor(27.651688, shape=(), dtype=float32)","tf.Tensor(25.482449, shape=(), dtype=float32)","tf.Tensor(23.356882, shape=(), dtype=float32)","tf.Tensor(25.12135, shape=(), dtype=float32)","tf.Tensor(26.212002, shape=(), dtype=float32)","tf.Tensor(39.927494, shape=(), dtype=float32)"
"tf.Tensor(19.48168, shape=(), dtype=float32)","tf.Tensor(20.602705, shape=(), dtype=float32)","tf.Tensor(20.87197, shape=(), dtype=float32)","tf.Tensor(33.51889, shape=(), dtype=float32)","tf.Tensor(20.85094, shape=(), dtype=float32)","tf.Tensor(21.244173, shape=(), dtype=float32)","tf.Tensor(19.211336, shape=(), dtype=float32)","tf.Tensor(20.464197, shape=(), dtype=float32)","tf.Tensor(21.048365, shape=(), dtype=float32)","tf.Tensor(20.507446, shape=(), dtype=float32)"
"tf.Tensor(19.80273, shape=(), dtype=float32)","tf.Tensor(21.366081, shape=(), dtype=float32)","tf.Tensor(23.887043, shape=(), dtype=float32)","tf.Tensor(22.403912, shape=(), dtype=float32)","tf.Tensor(22.844538, shape=(), dtype=float32)","tf.Tensor(20.417763, shape=(), dtype=float32)","tf.Tensor(19.076733, shape=(), dtype=float32)","tf.Tensor(35.806038, shape=(), dtype=float32)","tf.Tensor(20.727154, shape=(), dtype=float32)","tf.Tensor(21.37222, shape=(), dtype=float32)"
"tf.Tensor(19.191923, shape=(), dtype=float32)","tf.Tensor(19.531372, shape=(), dtype=float32)","tf.Tensor(33.783844, shape=(), dtype=float32)","tf.Tensor(21.22026, shape=(), dtype=float32)","tf.Tensor(20.295433, shape=(), dtype=float32)","tf.Tensor(19.20206, shape=(), dtype=float32)","tf.Tensor(18.871706, shape=(), dtype=float32)","tf.Tensor(21.58819, shape=(), dtype=float32)","tf.Tensor(20.48986, shape=(), dtype=float32)","tf.Tensor(18.447098, shape=(), dtype=float32)"
"tf.Tensor(35.19823, shape=(), dtype=float32)","tf.Tensor(19.959846, shape=(), dtype=float32)","tf.Tensor(20.375916, shape=(), dtype=float32)","tf.Tensor(20.98605, shape=(), dtype=float32)","tf.Tensor(21.507835, shape=(), dtype=float32)","tf.Tensor(20.159569, shape=(), dtype=float32)","tf.Tensor(21.600338, shape=(), dtype=float32)","tf.Tensor(19.454403, shape=(), dtype=float32)","tf.Tensor(20.700478, shape=(), dtype=float32)","tf.Tensor(21.685307, shape=(), dtype=float32)"
"tf.Tensor(24.110523, shape=(), dtype=float32)","tf.Tensor(26.274675, shape=(), dtype=float32)","tf.Tensor(25.929728, shape=(), dtype=float32)","tf.Tensor(38.831917, shape=(), dtype=float32)","tf.Tensor(26.59125, shape=(), dtype=float32)","tf.Tensor(27.09274, shape=(), dtype=float32)","tf.Tensor(24.50026, shape=(), dtype=float32)","tf.Tensor(26.098034, shape=(), dtype=float32)","tf.Tensor(26.29973, shape=(), dtype=float32)","tf.Tensor(25.392393, shape=(), dtype=float32)"
"tf.Tensor(22.617428, shape=(), dtype=float32)","tf.Tensor(21.351992, shape=(), dtype=float32)","tf.Tensor(20.281536, shape=(), dtype=float32)","tf.Tensor(20.838636, shape=(), dtype=float32)","tf.Tensor(22.062319, shape=(), dtype=float32)","tf.Tensor(21.73432, shape=(), dtype=float32)","tf.Tensor(35.007877, shape=(), dtype=float32)","tf.Tensor(18.870062, shape=(), dtype=float32)","tf.Tensor(21.075583, shape=(), dtype=float32)","tf.Tensor(20.359417, shape=(), dtype=float32)"
"tf.Tensor(28.072336, shape=(), dtype=float32)","tf.Tensor(15.789803, shape=(), dtype=float32)","tf.Tensor(16.118946, shape=(), dtype=float32)","tf.Tensor(16.601608, shape=(), dtype=float32)","tf.Tensor(17.014383, shape=(), dtype=float32)","tf.Tensor(15.947798, shape=(), dtype=float32)","tf.Tensor(17.087559, shape=(), dtype=float32)","tf.Tensor(15.389956, shape=(), dtype=float32)","tf.Tensor(16.375698, shape=(), dtype=float32)","tf.Tensor(17.154778, shape=(), dtype=float32)"
"tf.Tensor(24.245964, shape=(), dtype=float32)","tf.Tensor(23.860209, shape=(), dtype=float32)","tf.Tensor(22.664007, shape=(), dtype=float32)","tf.Tensor(23.286549, shape=(), dtype=float32)","tf.Tensor(24.653976, shape=(), dtype=float32)","tf.Tensor(24.287447, shape=(), dtype=float32)","tf.Tensor(37.634678, shape=(), dtype=float32)","tf.Tensor(21.086725, shape=(), dtype=float32)","tf.Tensor(23.551325, shape=(), dtype=float32)","tf.Tensor(22.751036, shape=(), dtype=float32)"
"tf.Tensor(31.957575, shape=(), dtype=float32)","tf.Tensor(18.70309, shape=(), dtype=float32)","tf.Tensor(18.349823, shape=(), dtype=float32)","tf.Tensor(18.899288, shape=(), dtype=float32)","tf.Tensor(19.369192, shape=(), dtype=float32)","tf.Tensor(18.15499, shape=(), dtype=float32)","tf.Tensor(19.452496, shape=(), dtype=float32)","tf.Tensor(17.519943, shape=(), dtype=float32)","tf.Tensor(18.642113, shape=(), dtype=float32)","tf.Tensor(19.529015, shape=(), dtype=float32)"
"tf.Tensor(24.618828, shape=(), dtype=float32)","tf.Tensor(26.920101, shape=(), dtype=float32)","tf.Tensor(26.476387, shape=(), dtype=float32)","tf.Tensor(39.201626, shape=(), dtype=float32)","tf.Tensor(27.542587, shape=(), dtype=float32)","tf.Tensor(28.313702, shape=(), dtype=float32)","tf.Tensor(25.586182, shape=(), dtype=float32)","tf.Tensor(26.63703, shape=(), dtype=float32)","tf.Tensor(26.85419, shape=(), dtype=float32)","tf.Tensor(25.730974, shape=(), dtype=float32)"
"tf.Tensor(16.543755, shape=(), dtype=float32)","tf.Tensor(17.849821, shape=(), dtype=float32)","tf.Tensor(18.949812, shape=(), dtype=float32)","tf.Tensor(18.716854, shape=(), dtype=float32)","tf.Tensor(19.084967, shape=(), dtype=float32)","tf.Tensor(18.166655, shape=(), dtype=float32)","tf.Tensor(15.937236, shape=(), dtype=float32)","tf.Tensor(29.913363, shape=(), dtype=float32)","tf.Tensor(17.316044, shape=(), dtype=float32)","tf.Tensor(17.85495, shape=(), dtype=float32)"
"tf.Tensor(19.045513, shape=(), dtype=float32)","tf.Tensor(20.549084, shape=(), dtype=float32)","tf.Tensor(21.815413, shape=(), dtype=float32)","tf.Tensor(21.54723, shape=(), dtype=float32)","tf.Tensor(21.971006, shape=(), dtype=float32)","tf.Tensor(19.637028, shape=(), dtype=float32)","tf.Tensor(18.347277, shape=(), dtype=float32)","tf.Tensor(33.34781, shape=(), dtype=float32)","tf.Tensor(19.93459, shape=(), dtype=float32)","tf.Tensor(20.554989, shape=(), dtype=float32)"
"tf.Tensor(23.19793, shape=(), dtype=float32)","tf.Tensor(25.029316, shape=(), dtype=float32)","tf.Tensor(30.93904, shape=(), dtype=float32)","tf.Tensor(26.245085, shape=(), dtype=float32)","tf.Tensor(26.761257, shape=(), dtype=float32)","tf.Tensor(23.91841, shape=(), dtype=float32)","tf.Tensor(22.34746, shape=(), dtype=float32)","tf.Tensor(40.256927, shape=(), dtype=float32)","tf.Tensor(24.280844, shape=(), dtype=float32)","tf.Tensor(25.036509, shape=(), dtype=float32)"
"tf.Tensor(21.793247, shape=(), dtype=float32)","tf.Tensor(23.047287, shape=(), dtype=float32)","tf.Tensor(23.348495, shape=(), dtype=float32)","tf.Tensor(37.793983, shape=(), dtype=float32)","tf.Tensor(23.324976, shape=(), dtype=float32)","tf.Tensor(23.764866, shape=(), dtype=float32)","tf.Tensor(21.490828, shape=(), dtype=float32)","tf.Tensor(22.892344, shape=(), dtype=float32)","tf.Tensor(23.545824, shape=(), dtype=float32)","tf.Tensor(22.940727, shape=(), dtype=float32)"
"tf.Tensor(25.661495, shape=(), dtype=float32)","tf.Tensor(14.433782, shape=(), dtype=float32)","tf.Tensor(14.734657, shape=(), dtype=float32)","tf.Tensor(15.175872, shape=(), dtype=float32)","tf.Tensor(15.553197, shape=(), dtype=float32)","tf.Tensor(14.57821, shape=(), dtype=float32)","tf.Tensor(15.620089, shape=(), dtype=float32)","tf.Tensor(14.068275, shape=(), dtype=float32)","tf.Tensor(14.969362, shape=(), dtype=float32)","tf.Tensor(15.681534, shape=(), dtype=float32)"
"tf.Tensor(15.877368, shape=(), dtype=float32)","tf.Tensor(28.195492, shape=(), dtype=float32)","tf.Tensor(17.062275, shape=(), dtype=float32)","tf.Tensor(17.55593, shape=(), dtype=float32)","tf.Tensor(17.756084, shape=(), dtype=float32)","tf.Tensor(16.589462, shape=(), dtype=float32)","tf.Tensor(16.81294, shape=(), dtype=float32)","tf.Tensor(17.06194, shape=(), dtype=float32)","tf.Tensor(17.122421, shape=(), dtype=float32)","tf.Tensor(16.173473, shape=(), dtype=float32)"
"tf.Tensor(29.88222, shape=(), dtype=float32)","tf.Tensor(16.807804, shape=(), dtype=float32)","tf.Tensor(17.158169, shape=(), dtype=float32)","tf.Tensor(17.671951, shape=(), dtype=float32)","tf.Tensor(18.11134, shape=(), dtype=float32)","tf.Tensor(16.975988, shape=(), dtype=float32)","tf.Tensor(18.189232, shape=(), dtype=float32)","tf.Tensor(16.382181, shape=(), dtype=float32)","tf.Tensor(17.431475, shape=(), dtype=float32)","tf.Tensor(18.260782, shape=(), dtype=float32)"
